date,county,state,fips,cases,deaths
2021-07-01,Alameda,California,6001.0,90300,1271.0
2021-07-01,Alpine,California,6003.0,89,0.0
2021-07-01,Amador,California,6005.0,3755,47.0
2021-07-01,Butte,California,6007.0,12676,201.0
2021-07-01,Calaveras,California,6009.0,2210,56.0
2021-07-01,Colusa,California,6011.0,2288,18.0
2021-07-01,Contra Costa,California,6013.0,71319,818.0
2021-07-01,Del Norte,California,6015.0,1485,8.0
2021-07-01,El Dorado,California,6017.0,10428,117.0
2021-07-01,Fresno,California,6019.0,102490,1727.0
2021-07-01,Glenn,California,6021.0,2967,27.0
2021-07-01,Humboldt,California,6023.0,4582,50.0
2021-07-01,Imperial,California,6025.0,28981,741.0
2021-07-01,Inyo,California,6027.0,1434,38.0
2021-07-01,Kern,California,6029.0,111060,1407.0
2021-07-01,Kings,California,6031.0,23107,247.0
2021-07-01,Lake,California,6033.0,3601,56.0
2021-07-01,Lassen,California,6035.0,5821,26.0
2021-07-01,Los Angeles,California,6037.0,1251383,24499.0
2021-07-01,Madera,California,6039.0,16688,245.0
2021-07-01,Marin,California,6041.0,14133,232.0
2021-07-01,Mariposa,California,6043.0,467,7.0
2021-07-01,Mendocino,California,6045.0,4387,50.0
2021-07-01,Merced,California,6047.0,32380,482.0
2021-07-01,Modoc,California,6049.0,566,5.0
2021-07-01,Mono,California,6051.0,1298,4.0
2021-07-01,Monterey,California,6053.0,43896,496.0
2021-07-01,Napa,California,6055.0,10040,81.0
2021-07-01,Nevada,California,6057.0,4958,75.0
2021-07-01,Orange,California,6059.0,273636,5125.0
2021-07-01,Placer,California,6061.0,23793,300.0
2021-07-01,Plumas,California,6063.0,742,6.0
2021-07-01,Riverside,California,6065.0,301774,4637.0
2021-07-01,Sacramento,California,6067.0,108687,1743.0
2021-07-01,San Benito,California,6069.0,6105,63.0
2021-07-01,San Bernardino,California,6071.0,299883,4975.0
2021-07-01,San Diego,California,6073.0,298015,3780.0
2021-07-01,San Francisco,California,6075.0,37068,558.0
2021-07-01,San Joaquin,California,6077.0,74900,1444.0
2021-07-01,San Luis Obispo,California,6079.0,21482,261.0
2021-07-01,San Mateo,California,6081.0,42599,581.0
2021-07-01,Santa Barbara,California,6083.0,34652,457.0
2021-07-01,Santa Clara,California,6085.0,119388,2202.0
2021-07-01,Santa Cruz,California,6087.0,16289,208.0
2021-07-01,Shasta,California,6089.0,12579,236.0
2021-07-01,Sierra,California,6091.0,60,0.0
2021-07-01,Siskiyou,California,6093.0,2405,39.0
2021-07-01,Solano,California,6095.0,33978,268.0
2021-07-01,Sonoma,California,6097.0,31026,318.0
2021-07-01,Stanislaus,California,6099.0,63745,1077.0
2021-07-01,Sutter,California,6101.0,9712,114.0
2021-07-01,Tehama,California,6103.0,5124,63.0
2021-07-01,Trinity,California,6105.0,342,3.0
2021-07-01,Tulare,California,6107.0,49896,853.0
2021-07-01,Tuolumne,California,6109.0,4243,71.0
2021-07-01,Unknown,California,,33081,0.0
2021-07-01,Ventura,California,6111.0,81884,1032.0
2021-07-01,Yolo,California,6113.0,14184,213.0
2021-07-01,Yuba,California,6115.0,6545,51.0
2021-07-02,Alameda,California,6001.0,90481,1270.0
2021-07-02,Alpine,California,6003.0,89,0.0
2021-07-02,Amador,California,6005.0,3757,47.0
2021-07-02,Butte,California,6007.0,12684,201.0
2021-07-02,Calaveras,California,6009.0,2214,56.0
2021-07-02,Colusa,California,6011.0,2298,18.0
2021-07-02,Contra Costa,California,6013.0,71399,818.0
2021-07-02,Del Norte,California,6015.0,1487,8.0
2021-07-02,El Dorado,California,6017.0,10448,117.0
2021-07-02,Fresno,California,6019.0,102512,1727.0
2021-07-02,Glenn,California,6021.0,2971,27.0
2021-07-02,Humboldt,California,6023.0,4586,50.0
2021-07-02,Imperial,California,6025.0,28981,741.0
2021-07-02,Inyo,California,6027.0,1434,38.0
2021-07-02,Kern,California,6029.0,111111,1408.0
2021-07-02,Kings,California,6031.0,23115,247.0
2021-07-02,Lake,California,6033.0,3623,62.0
2021-07-02,Lassen,California,6035.0,5822,26.0
2021-07-02,Los Angeles,California,6037.0,1251889,24506.0
2021-07-02,Madera,California,6039.0,16696,245.0
2021-07-02,Marin,California,6041.0,14143,233.0
2021-07-02,Mariposa,California,6043.0,467,7.0
2021-07-02,Mendocino,California,6045.0,4394,50.0
2021-07-02,Merced,California,6047.0,32391,482.0
2021-07-02,Modoc,California,6049.0,570,6.0
2021-07-02,Mono,California,6051.0,1299,4.0
2021-07-02,Monterey,California,6053.0,43925,496.0
2021-07-02,Napa,California,6055.0,10046,81.0
2021-07-02,Nevada,California,6057.0,4966,75.0
2021-07-02,Orange,California,6059.0,273738,5126.0
2021-07-02,Placer,California,6061.0,23846,300.0
2021-07-02,Plumas,California,6063.0,742,6.0
2021-07-02,Riverside,California,6065.0,301820,4640.0
2021-07-02,Sacramento,California,6067.0,108827,1745.0
2021-07-02,San Benito,California,6069.0,6108,63.0
2021-07-02,San Bernardino,California,6071.0,299948,5003.0
2021-07-02,San Diego,California,6073.0,298124,3780.0
2021-07-02,San Francisco,California,6075.0,37110,558.0
2021-07-02,San Joaquin,California,6077.0,74900,1444.0
2021-07-02,San Luis Obispo,California,6079.0,21482,261.0
2021-07-02,San Mateo,California,6081.0,42691,581.0
2021-07-02,Santa Barbara,California,6083.0,34660,457.0
2021-07-02,Santa Clara,California,6085.0,119448,2091.0
2021-07-02,Santa Cruz,California,6087.0,16289,208.0
2021-07-02,Shasta,California,6089.0,12593,237.0
2021-07-02,Sierra,California,6091.0,60,0.0
2021-07-02,Siskiyou,California,6093.0,2408,39.0
2021-07-02,Solano,California,6095.0,34049,268.0
2021-07-02,Sonoma,California,6097.0,31090,318.0
2021-07-02,Stanislaus,California,6099.0,63792,1077.0
2021-07-02,Sutter,California,6101.0,9721,114.0
2021-07-02,Tehama,California,6103.0,5124,63.0
2021-07-02,Trinity,California,6105.0,342,3.0
2021-07-02,Tulare,California,6107.0,49896,853.0
2021-07-02,Tuolumne,California,6109.0,4244,71.0
2021-07-02,Unknown,California,,32847,0.0
2021-07-02,Ventura,California,6111.0,81947,1033.0
2021-07-02,Yolo,California,6113.0,14199,213.0
2021-07-02,Yuba,California,6115.0,6555,51.0
2021-07-03,Alameda,California,6001.0,90396,1269.0
2021-07-03,Alpine,California,6003.0,89,0.0
2021-07-03,Amador,California,6005.0,3757,47.0
2021-07-03,Butte,California,6007.0,12684,201.0
2021-07-03,Calaveras,California,6009.0,2214,56.0
2021-07-03,Colusa,California,6011.0,2298,18.0
2021-07-03,Contra Costa,California,6013.0,71478,818.0
2021-07-03,Del Norte,California,6015.0,1487,8.0
2021-07-03,El Dorado,California,6017.0,10448,117.0
2021-07-03,Fresno,California,6019.0,102512,1727.0
2021-07-03,Glenn,California,6021.0,2971,27.0
2021-07-03,Humboldt,California,6023.0,4586,50.0
2021-07-03,Imperial,California,6025.0,28981,741.0
2021-07-03,Inyo,California,6027.0,1434,38.0
2021-07-03,Kern,California,6029.0,111111,1408.0
2021-07-03,Kings,California,6031.0,23117,247.0
2021-07-03,Lake,California,6033.0,3623,62.0
2021-07-03,Lassen,California,6035.0,5822,26.0
2021-07-03,Los Angeles,California,6037.0,1252513,24506.0
2021-07-03,Madera,California,6039.0,16696,245.0
2021-07-03,Marin,California,6041.0,14143,233.0
2021-07-03,Mariposa,California,6043.0,467,7.0
2021-07-03,Mendocino,California,6045.0,4398,50.0
2021-07-03,Merced,California,6047.0,32391,482.0
2021-07-03,Modoc,California,6049.0,570,6.0
2021-07-03,Mono,California,6051.0,1299,4.0
2021-07-03,Monterey,California,6053.0,43925,496.0
2021-07-03,Napa,California,6055.0,10046,81.0
2021-07-03,Nevada,California,6057.0,4966,75.0
2021-07-03,Orange,California,6059.0,273738,5126.0
2021-07-03,Placer,California,6061.0,23846,300.0
2021-07-03,Plumas,California,6063.0,742,6.0
2021-07-03,Riverside,California,6065.0,301820,4640.0
2021-07-03,Sacramento,California,6067.0,108827,1745.0
2021-07-03,San Benito,California,6069.0,6108,63.0
2021-07-03,San Bernardino,California,6071.0,299948,5003.0
2021-07-03,San Diego,California,6073.0,298124,3780.0
2021-07-03,San Francisco,California,6075.0,37110,558.0
2021-07-03,San Joaquin,California,6077.0,74900,1444.0
2021-07-03,San Luis Obispo,California,6079.0,21482,261.0
2021-07-03,San Mateo,California,6081.0,42691,581.0
2021-07-03,Santa Barbara,California,6083.0,34660,457.0
2021-07-03,Santa Clara,California,6085.0,119498,2091.0
2021-07-03,Santa Cruz,California,6087.0,16289,208.0
2021-07-03,Shasta,California,6089.0,12593,237.0
2021-07-03,Sierra,California,6091.0,60,0.0
2021-07-03,Siskiyou,California,6093.0,2408,39.0
2021-07-03,Solano,California,6095.0,34049,268.0
2021-07-03,Sonoma,California,6097.0,31116,318.0
2021-07-03,Stanislaus,California,6099.0,63792,1077.0
2021-07-03,Sutter,California,6101.0,9721,114.0
2021-07-03,Tehama,California,6103.0,5124,63.0
2021-07-03,Trinity,California,6105.0,342,3.0
2021-07-03,Tulare,California,6107.0,49896,853.0
2021-07-03,Tuolumne,California,6109.0,4244,71.0
2021-07-03,Unknown,California,,32147,0.0
2021-07-03,Ventura,California,6111.0,81947,1033.0
2021-07-03,Yolo,California,6113.0,14199,213.0
2021-07-03,Yuba,California,6115.0,6555,51.0
2021-07-04,Alameda,California,6001.0,90396,1269.0
2021-07-04,Alpine,California,6003.0,89,0.0
2021-07-04,Amador,California,6005.0,3757,47.0
2021-07-04,Butte,California,6007.0,12684,201.0
2021-07-04,Calaveras,California,6009.0,2214,56.0
2021-07-04,Colusa,California,6011.0,2298,18.0
2021-07-04,Contra Costa,California,6013.0,71548,818.0
2021-07-04,Del Norte,California,6015.0,1487,8.0
2021-07-04,El Dorado,California,6017.0,10448,117.0
2021-07-04,Fresno,California,6019.0,102512,1727.0
2021-07-04,Glenn,California,6021.0,2971,27.0
2021-07-04,Humboldt,California,6023.0,4586,50.0
2021-07-04,Imperial,California,6025.0,28981,741.0
2021-07-04,Inyo,California,6027.0,1434,38.0
2021-07-04,Kern,California,6029.0,111111,1408.0
2021-07-04,Kings,California,6031.0,23119,247.0
2021-07-04,Lake,California,6033.0,3623,62.0
2021-07-04,Lassen,California,6035.0,5822,26.0
2021-07-04,Los Angeles,California,6037.0,1252968,24506.0
2021-07-04,Madera,California,6039.0,16696,245.0
2021-07-04,Marin,California,6041.0,14143,233.0
2021-07-04,Mariposa,California,6043.0,467,7.0
2021-07-04,Mendocino,California,6045.0,4398,50.0
2021-07-04,Merced,California,6047.0,32391,482.0
2021-07-04,Modoc,California,6049.0,570,6.0
2021-07-04,Mono,California,6051.0,1299,4.0
2021-07-04,Monterey,California,6053.0,43925,496.0
2021-07-04,Napa,California,6055.0,10046,81.0
2021-07-04,Nevada,California,6057.0,4966,75.0
2021-07-04,Orange,California,6059.0,273738,5126.0
2021-07-04,Placer,California,6061.0,23846,300.0
2021-07-04,Plumas,California,6063.0,742,6.0
2021-07-04,Riverside,California,6065.0,301820,4640.0
2021-07-04,Sacramento,California,6067.0,108827,1745.0
2021-07-04,San Benito,California,6069.0,6108,63.0
2021-07-04,San Bernardino,California,6071.0,299948,5003.0
2021-07-04,San Diego,California,6073.0,298124,3780.0
2021-07-04,San Francisco,California,6075.0,37110,558.0
2021-07-04,San Joaquin,California,6077.0,74900,1444.0
2021-07-04,San Luis Obispo,California,6079.0,21482,261.0
2021-07-04,San Mateo,California,6081.0,42691,581.0
2021-07-04,Santa Barbara,California,6083.0,34660,457.0
2021-07-04,Santa Clara,California,6085.0,119498,2091.0
2021-07-04,Santa Cruz,California,6087.0,16289,208.0
2021-07-04,Shasta,California,6089.0,12593,237.0
2021-07-04,Sierra,California,6091.0,60,0.0
2021-07-04,Siskiyou,California,6093.0,2408,39.0
2021-07-04,Solano,California,6095.0,34049,268.0
2021-07-04,Sonoma,California,6097.0,31160,318.0
2021-07-04,Stanislaus,California,6099.0,63792,1077.0
2021-07-04,Sutter,California,6101.0,9721,114.0
2021-07-04,Tehama,California,6103.0,5124,63.0
2021-07-04,Trinity,California,6105.0,342,3.0
2021-07-04,Tulare,California,6107.0,49896,853.0
2021-07-04,Tuolumne,California,6109.0,4244,71.0
2021-07-04,Unknown,California,,31576,0.0
2021-07-04,Ventura,California,6111.0,81947,1033.0
2021-07-04,Yolo,California,6113.0,14199,213.0
2021-07-04,Yuba,California,6115.0,6555,51.0
2021-07-05,Alameda,California,6001.0,90396,1269.0
2021-07-05,Alpine,California,6003.0,89,0.0
2021-07-05,Amador,California,6005.0,3757,47.0
2021-07-05,Butte,California,6007.0,12684,201.0
2021-07-05,Calaveras,California,6009.0,2214,56.0
2021-07-05,Colusa,California,6011.0,2298,18.0
2021-07-05,Contra Costa,California,6013.0,71616,818.0
2021-07-05,Del Norte,California,6015.0,1487,8.0
2021-07-05,El Dorado,California,6017.0,10448,117.0
2021-07-05,Fresno,California,6019.0,102512,1727.0
2021-07-05,Glenn,California,6021.0,2971,27.0
2021-07-05,Humboldt,California,6023.0,4586,50.0
2021-07-05,Imperial,California,6025.0,28981,741.0
2021-07-05,Inyo,California,6027.0,1434,38.0
2021-07-05,Kern,California,6029.0,111111,1408.0
2021-07-05,Kings,California,6031.0,23121,247.0
2021-07-05,Lake,California,6033.0,3623,62.0
2021-07-05,Lassen,California,6035.0,5822,26.0
2021-07-05,Los Angeles,California,6037.0,1253404,24506.0
2021-07-05,Madera,California,6039.0,16696,245.0
2021-07-05,Marin,California,6041.0,14143,233.0
2021-07-05,Mariposa,California,6043.0,467,7.0
2021-07-05,Mendocino,California,6045.0,4398,50.0
2021-07-05,Merced,California,6047.0,32391,482.0
2021-07-05,Modoc,California,6049.0,570,6.0
2021-07-05,Mono,California,6051.0,1299,4.0
2021-07-05,Monterey,California,6053.0,43925,496.0
2021-07-05,Napa,California,6055.0,10046,81.0
2021-07-05,Nevada,California,6057.0,4966,75.0
2021-07-05,Orange,California,6059.0,273738,5126.0
2021-07-05,Placer,California,6061.0,23846,300.0
2021-07-05,Plumas,California,6063.0,742,6.0
2021-07-05,Riverside,California,6065.0,301820,4640.0
2021-07-05,Sacramento,California,6067.0,108827,1745.0
2021-07-05,San Benito,California,6069.0,6108,63.0
2021-07-05,San Bernardino,California,6071.0,299948,5003.0
2021-07-05,San Diego,California,6073.0,298124,3780.0
2021-07-05,San Francisco,California,6075.0,37110,558.0
2021-07-05,San Joaquin,California,6077.0,74900,1444.0
2021-07-05,San Luis Obispo,California,6079.0,21482,261.0
2021-07-05,San Mateo,California,6081.0,42691,581.0
2021-07-05,Santa Barbara,California,6083.0,34660,457.0
2021-07-05,Santa Clara,California,6085.0,119612,2091.0
2021-07-05,Santa Cruz,California,6087.0,16289,208.0
2021-07-05,Shasta,California,6089.0,12593,237.0
2021-07-05,Sierra,California,6091.0,60,0.0
2021-07-05,Siskiyou,California,6093.0,2408,39.0
2021-07-05,Solano,California,6095.0,34049,268.0
2021-07-05,Sonoma,California,6097.0,31160,318.0
2021-07-05,Stanislaus,California,6099.0,63792,1077.0
2021-07-05,Sutter,California,6101.0,9721,114.0
2021-07-05,Tehama,California,6103.0,5124,63.0
2021-07-05,Trinity,California,6105.0,342,3.0
2021-07-05,Tulare,California,6107.0,49896,853.0
2021-07-05,Tuolumne,California,6109.0,4244,71.0
2021-07-05,Unknown,California,,30956,0.0
2021-07-05,Ventura,California,6111.0,81947,1033.0
2021-07-05,Yolo,California,6113.0,14199,213.0
2021-07-05,Yuba,California,6115.0,6555,51.0
2021-07-06,Alameda,California,6001.0,90504,1267.0
2021-07-06,Alpine,California,6003.0,89,0.0
2021-07-06,Amador,California,6005.0,3767,47.0
2021-07-06,Butte,California,6007.0,12740,201.0
2021-07-06,Calaveras,California,6009.0,2220,56.0
2021-07-06,Colusa,California,6011.0,2298,18.0
2021-07-06,Contra Costa,California,6013.0,71648,820.0
2021-07-06,Del Norte,California,6015.0,1490,8.0
2021-07-06,El Dorado,California,6017.0,10481,117.0
2021-07-06,Fresno,California,6019.0,102592,1727.0
2021-07-06,Glenn,California,6021.0,2977,27.0
2021-07-06,Humboldt,California,6023.0,4608,51.0
2021-07-06,Imperial,California,6025.0,28689,738.0
2021-07-06,Inyo,California,6027.0,1441,38.0
2021-07-06,Kern,California,6029.0,111111,1408.0
2021-07-06,Kings,California,6031.0,23134,247.0
2021-07-06,Lake,California,6033.0,3645,63.0
2021-07-06,Lassen,California,6035.0,5822,26.0
2021-07-06,Los Angeles,California,6037.0,1253732,24522.0
2021-07-06,Madera,California,6039.0,16722,245.0
2021-07-06,Marin,California,6041.0,14178,233.0
2021-07-06,Mariposa,California,6043.0,468,7.0
2021-07-06,Mendocino,California,6045.0,4398,50.0
2021-07-06,Merced,California,6047.0,32437,482.0
2021-07-06,Modoc,California,6049.0,570,6.0
2021-07-06,Mono,California,6051.0,1299,4.0
2021-07-06,Monterey,California,6053.0,43960,497.0
2021-07-06,Napa,California,6055.0,10075,81.0
2021-07-06,Nevada,California,6057.0,4980,75.0
2021-07-06,Orange,California,6059.0,274132,5129.0
2021-07-06,Placer,California,6061.0,23867,302.0
2021-07-06,Plumas,California,6063.0,743,6.0
2021-07-06,Riverside,California,6065.0,301820,4640.0
2021-07-06,Sacramento,California,6067.0,109267,1746.0
2021-07-06,San Benito,California,6069.0,6137,63.0
2021-07-06,San Bernardino,California,6071.0,300045,5037.0
2021-07-06,San Diego,California,6073.0,298266,3782.0
2021-07-06,San Francisco,California,6075.0,37240,558.0
2021-07-06,San Joaquin,California,6077.0,74900,1444.0
2021-07-06,San Luis Obispo,California,6079.0,21518,261.0
2021-07-06,San Mateo,California,6081.0,42876,581.0
2021-07-06,Santa Barbara,California,6083.0,34692,460.0
2021-07-06,Santa Clara,California,6085.0,119623,2091.0
2021-07-06,Santa Cruz,California,6087.0,16306,208.0
2021-07-06,Shasta,California,6089.0,12615,238.0
2021-07-06,Sierra,California,6091.0,60,0.0
2021-07-06,Siskiyou,California,6093.0,2415,39.0
2021-07-06,Solano,California,6095.0,34049,268.0
2021-07-06,Sonoma,California,6097.0,31160,318.0
2021-07-06,Stanislaus,California,6099.0,63864,1077.0
2021-07-06,Sutter,California,6101.0,9748,114.0
2021-07-06,Tehama,California,6103.0,5125,63.0
2021-07-06,Trinity,California,6105.0,342,3.0
2021-07-06,Tulare,California,6107.0,49896,853.0
2021-07-06,Tuolumne,California,6109.0,4256,71.0
2021-07-06,Unknown,California,,34343,0.0
2021-07-06,Ventura,California,6111.0,81947,1033.0
2021-07-06,Yolo,California,6113.0,14225,213.0
2021-07-06,Yuba,California,6115.0,6576,51.0
2021-07-07,Alameda,California,6001.0,90697,1268.0
2021-07-07,Alpine,California,6003.0,89,0.0
2021-07-07,Amador,California,6005.0,3767,47.0
2021-07-07,Butte,California,6007.0,12744,201.0
2021-07-07,Calaveras,California,6009.0,2220,56.0
2021-07-07,Colusa,California,6011.0,2298,18.0
2021-07-07,Contra Costa,California,6013.0,71694,820.0
2021-07-07,Del Norte,California,6015.0,1490,8.0
2021-07-07,El Dorado,California,6017.0,10484,117.0
2021-07-07,Fresno,California,6019.0,102616,1727.0
2021-07-07,Glenn,California,6021.0,2977,27.0
2021-07-07,Humboldt,California,6023.0,4614,51.0
2021-07-07,Imperial,California,6025.0,28693,738.0
2021-07-07,Inyo,California,6027.0,1441,38.0
2021-07-07,Kern,California,6029.0,111273,1409.0
2021-07-07,Kings,California,6031.0,23134,247.0
2021-07-07,Lake,California,6033.0,3659,63.0
2021-07-07,Lassen,California,6035.0,5828,26.0
2021-07-07,Los Angeles,California,6037.0,1254202,24525.0
2021-07-07,Madera,California,6039.0,16730,245.0
2021-07-07,Marin,California,6041.0,14181,233.0
2021-07-07,Mariposa,California,6043.0,468,7.0
2021-07-07,Mendocino,California,6045.0,4412,50.0
2021-07-07,Merced,California,6047.0,32444,482.0
2021-07-07,Modoc,California,6049.0,570,6.0
2021-07-07,Mono,California,6051.0,1299,4.0
2021-07-07,Monterey,California,6053.0,43974,497.0
2021-07-07,Napa,California,6055.0,10082,81.0
2021-07-07,Nevada,California,6057.0,4988,75.0
2021-07-07,Orange,California,6059.0,274132,5129.0
2021-07-07,Placer,California,6061.0,23876,302.0
2021-07-07,Plumas,California,6063.0,743,6.0
2021-07-07,Riverside,California,6065.0,303062,4648.0
2021-07-07,Sacramento,California,6067.0,109392,1748.0
2021-07-07,San Benito,California,6069.0,6137,63.0
2021-07-07,San Bernardino,California,6071.0,300218,5056.0
2021-07-07,San Diego,California,6073.0,298844,3782.0
2021-07-07,San Francisco,California,6075.0,37254,558.0
2021-07-07,San Joaquin,California,6077.0,75133,1442.0
2021-07-07,San Luis Obispo,California,6079.0,21518,261.0
2021-07-07,San Mateo,California,6081.0,42895,581.0
2021-07-07,Santa Barbara,California,6083.0,34703,460.0
2021-07-07,Santa Clara,California,6085.0,119678,2096.0
2021-07-07,Santa Cruz,California,6087.0,16306,207.0
2021-07-07,Shasta,California,6089.0,12615,238.0
2021-07-07,Sierra,California,6091.0,60,0.0
2021-07-07,Siskiyou,California,6093.0,2423,40.0
2021-07-07,Solano,California,6095.0,34154,268.0
2021-07-07,Sonoma,California,6097.0,31160,318.0
2021-07-07,Stanislaus,California,6099.0,63894,1077.0
2021-07-07,Sutter,California,6101.0,9756,114.0
2021-07-07,Tehama,California,6103.0,5126,63.0
2021-07-07,Trinity,California,6105.0,342,3.0
2021-07-07,Tulare,California,6107.0,49915,853.0
2021-07-07,Tuolumne,California,6109.0,4258,72.0
2021-07-07,Unknown,California,,32022,0.0
2021-07-07,Ventura,California,6111.0,81972,1033.0
2021-07-07,Yolo,California,6113.0,14227,213.0
2021-07-07,Yuba,California,6115.0,6577,51.0
2021-07-08,Alameda,California,6001.0,92147,1267.0
2021-07-08,Alpine,California,6003.0,89,0.0
2021-07-08,Amador,California,6005.0,3804,47.0
2021-07-08,Butte,California,6007.0,14730,202.0
2021-07-08,Calaveras,California,6009.0,2228,57.0
2021-07-08,Colusa,California,6011.0,2303,18.0
2021-07-08,Contra Costa,California,6013.0,72733,821.0
2021-07-08,Del Norte,California,6015.0,1495,8.0
2021-07-08,El Dorado,California,6017.0,11314,117.0
2021-07-08,Fresno,California,6019.0,111906,1729.0
2021-07-08,Glenn,California,6021.0,3032,27.0
2021-07-08,Humboldt,California,6023.0,4703,51.0
2021-07-08,Imperial,California,6025.0,31648,739.0
2021-07-08,Inyo,California,6027.0,1441,38.0
2021-07-08,Kern,California,6029.0,111273,1409.0
2021-07-08,Kings,California,6031.0,24307,248.0
2021-07-08,Lake,California,6033.0,3674,63.0
2021-07-08,Lassen,California,6035.0,5829,26.0
2021-07-08,Los Angeles,California,6037.0,1256034,24531.0
2021-07-08,Madera,California,6039.0,17712,245.0
2021-07-08,Marin,California,6041.0,14453,233.0
2021-07-08,Mariposa,California,6043.0,468,7.0
2021-07-08,Mendocino,California,6045.0,4412,50.0
2021-07-08,Merced,California,6047.0,32466,482.0
2021-07-08,Modoc,California,6049.0,570,6.0
2021-07-08,Mono,California,6051.0,1299,4.0
2021-07-08,Monterey,California,6053.0,45190,502.0
2021-07-08,Napa,California,6055.0,10107,81.0
2021-07-08,Nevada,California,6057.0,5199,75.0
2021-07-08,Orange,California,6059.0,274132,5132.0
2021-07-08,Placer,California,6061.0,25559,303.0
2021-07-08,Plumas,California,6063.0,743,6.0
2021-07-08,Riverside,California,6065.0,308403,4648.0
2021-07-08,Sacramento,California,6067.0,110943,1750.0
2021-07-08,San Benito,California,6069.0,6257,63.0
2021-07-08,San Bernardino,California,6071.0,304090,5087.0
2021-07-08,San Diego,California,6073.0,298943,3782.0
2021-07-08,San Francisco,California,6075.0,38717,558.0
2021-07-08,San Joaquin,California,6077.0,77964,1442.0
2021-07-08,San Luis Obispo,California,6079.0,22160,261.0
2021-07-08,San Mateo,California,6081.0,43403,581.0
2021-07-08,Santa Barbara,California,6083.0,35954,460.0
2021-07-08,Santa Clara,California,6085.0,120087,2095.0
2021-07-08,Santa Cruz,California,6087.0,17159,207.0
2021-07-08,Shasta,California,6089.0,14463,238.0
2021-07-08,Sierra,California,6091.0,74,0.0
2021-07-08,Siskiyou,California,6093.0,2433,40.0
2021-07-08,Solano,California,6095.0,34255,268.0
2021-07-08,Sonoma,California,6097.0,31553,319.0
2021-07-08,Stanislaus,California,6099.0,63940,1077.0
2021-07-08,Sutter,California,6101.0,9772,114.0
2021-07-08,Tehama,California,6103.0,5774,63.0
2021-07-08,Trinity,California,6105.0,400,3.0
2021-07-08,Tulare,California,6107.0,59381,853.0
2021-07-08,Tuolumne,California,6109.0,4306,72.0
2021-07-08,Ventura,California,6111.0,84897,1036.0
2021-07-08,Yolo,California,6113.0,14614,213.0
2021-07-08,Yuba,California,6115.0,6586,51.0
2021-07-09,Alameda,California,6001.0,92242,1267.0
2021-07-09,Alpine,California,6003.0,89,0.0
2021-07-09,Amador,California,6005.0,3807,47.0
2021-07-09,Butte,California,6007.0,14744,202.0
2021-07-09,Calaveras,California,6009.0,2230,58.0
2021-07-09,Colusa,California,6011.0,2303,18.0
2021-07-09,Contra Costa,California,6013.0,72801,821.0
2021-07-09,Del Norte,California,6015.0,1502,8.0
2021-07-09,El Dorado,California,6017.0,11328,117.0
2021-07-09,Fresno,California,6019.0,111942,1730.0
2021-07-09,Glenn,California,6021.0,3031,27.0
2021-07-09,Humboldt,California,6023.0,4711,51.0
2021-07-09,Imperial,California,6025.0,31676,740.0
2021-07-09,Inyo,California,6027.0,1441,38.0
2021-07-09,Kern,California,6029.0,111341,1409.0
2021-07-09,Kings,California,6031.0,24312,248.0
2021-07-09,Lake,California,6033.0,3681,63.0
2021-07-09,Lassen,California,6035.0,5839,26.0
2021-07-09,Los Angeles,California,6037.0,1256761,24542.0
2021-07-09,Madera,California,6039.0,17723,246.0
2021-07-09,Marin,California,6041.0,14464,233.0
2021-07-09,Mariposa,California,6043.0,468,7.0
2021-07-09,Mendocino,California,6045.0,4428,50.0
2021-07-09,Merced,California,6047.0,32479,483.0
2021-07-09,Modoc,California,6049.0,571,6.0
2021-07-09,Mono,California,6051.0,1299,4.0
2021-07-09,Monterey,California,6053.0,45208,507.0
2021-07-09,Napa,California,6055.0,10106,81.0
2021-07-09,Nevada,California,6057.0,5203,75.0
2021-07-09,Orange,California,6059.0,274132,5135.0
2021-07-09,Placer,California,6061.0,25574,303.0
2021-07-09,Plumas,California,6063.0,742,6.0
2021-07-09,Riverside,California,6065.0,308546,4648.0
2021-07-09,Sacramento,California,6067.0,111080,1752.0
2021-07-09,San Benito,California,6069.0,6261,63.0
2021-07-09,San Bernardino,California,6071.0,304235,5117.0
2021-07-09,San Diego,California,6073.0,299143,3783.0
2021-07-09,San Francisco,California,6075.0,38771,559.0
2021-07-09,San Joaquin,California,6077.0,78019,1442.0
2021-07-09,San Luis Obispo,California,6079.0,22175,261.0
2021-07-09,San Mateo,California,6081.0,43443,583.0
2021-07-09,Santa Barbara,California,6083.0,35967,460.0
2021-07-09,Santa Clara,California,6085.0,120167,2095.0
2021-07-09,Santa Cruz,California,6087.0,17166,207.0
2021-07-09,Shasta,California,6089.0,14473,238.0
2021-07-09,Sierra,California,6091.0,75,0.0
2021-07-09,Siskiyou,California,6093.0,2442,40.0
2021-07-09,Solano,California,6095.0,34274,268.0
2021-07-09,Sonoma,California,6097.0,31612,319.0
2021-07-09,Stanislaus,California,6099.0,63973,1078.0
2021-07-09,Sutter,California,6101.0,9781,114.0
2021-07-09,Tehama,California,6103.0,5776,63.0
2021-07-09,Trinity,California,6105.0,400,3.0
2021-07-09,Tulare,California,6107.0,59396,853.0
2021-07-09,Tuolumne,California,6109.0,4305,72.0
2021-07-09,Ventura,California,6111.0,85002,1039.0
2021-07-09,Yolo,California,6113.0,14628,213.0
